,0,1,2
0,1,3,0.01
1,1,3,0.023355704697986576
2,1,3,0.03671140939597316
3,1,3,0.05006711409395973
4,1,3,0.0634228187919463
5,1,3,0.07677852348993289
6,1,3,0.09013422818791945
7,1,3,0.10348993288590604
8,1,3,0.11684563758389262
9,1,3,0.1302013422818792
10,1,3,0.1435570469798658
11,1,3,0.15691275167785237
12,1,3,0.17026845637583893
13,1,3,0.1836241610738255
14,1,3,0.1969798657718121
15,1,3,0.21033557046979867
16,1,3,0.22369127516778525
17,1,3,0.23704697986577183
18,1,3,0.2504026845637584
19,1,3,0.263758389261745
20,1,3,0.2771140939597316
21,1,3,0.29046979865771816
22,1,3,0.30382550335570474
23,1,3,0.3171812080536913
24,1,3,0.33053691275167785
25,1,3,0.34389261744966443
26,1,3,0.357248322147651
27,1,3,0.3706040268456376
28,1,3,0.38395973154362417
29,1,3,0.39731543624161075
30,1,3,0.41067114093959733
31,1,3,0.4240268456375839
32,1,3,0.4373825503355705
33,1,3,0.4507382550335571
34,1,3,0.46409395973154366
35,1,3,0.47744966442953024
36,1,3,0.4908053691275168
37,1,3,0.5041610738255033
38,1,3,0.51751677852349
39,1,3,0.5308724832214765
40,1,3,0.5442281879194631
41,1,3,0.5575838926174497
42,1,3,0.5709395973154363
43,1,3,0.5842953020134228
44,1,3,0.5976510067114095
45,1,3,0.611006711409396
46,1,3,0.6243624161073826
47,1,3,0.6377181208053692
48,1,3,0.6510738255033557
49,1,3,0.6644295302013423
50,1,3,0.6777852348993288
51,1,3,0.6911409395973155
52,1,3,0.704496644295302
53,1,3,0.7178523489932886
54,1,3,0.7312080536912752
55,1,3,0.7445637583892618
56,1,3,0.7579194630872483
57,1,3,0.771275167785235
58,1,3,0.7846308724832215
59,1,3,0.7979865771812081
60,1,3,0.8113422818791947
61,1,3,0.8246979865771813
62,1,3,0.8380536912751678
63,1,3,0.8514093959731545
64,1,3,0.864765100671141
65,1,3,0.8781208053691275
66,1,3,0.8914765100671141
67,1,3,0.9048322147651007
68,1,3,0.9181879194630873
69,1,3,0.9315436241610738
70,1,3,0.9448993288590605
71,1,3,0.958255033557047
72,1,3,0.9716107382550336
73,1,3,0.9849664429530202
74,1,3,0.9983221476510068
75,1,3,1.0116778523489933
76,1,3,1.02503355704698
77,1,3,1.0383892617449666
78,1,3,1.051744966442953
79,1,3,1.0651006711409396
80,1,3,1.0784563758389263
81,1,3,1.0918120805369127
82,1,3,1.1051677852348993
83,1,3,1.118523489932886
84,1,3,1.1318791946308726
85,1,3,1.145234899328859
86,1,3,1.1585906040268457
87,1,3,1.1719463087248323
88,1,3,1.185302013422819
89,1,3,1.1986577181208053
90,1,3,1.212013422818792
91,1,3,1.2253691275167786
92,1,3,1.2387248322147653
93,1,3,1.2520805369127517
94,1,3,1.2654362416107383
95,1,3,1.278791946308725
96,1,3,1.2921476510067114
97,1,3,1.305503355704698
98,1,3,1.3188590604026846
99,1,3,1.3322147651006713
100,1,3,1.3455704697986577
101,1,3,1.3589261744966443
102,1,3,1.372281879194631
103,1,3,1.3856375838926176
104,1,3,1.398993288590604
105,1,3,1.4123489932885906
106,1,3,1.4257046979865773
107,1,3,1.439060402684564
108,1,3,1.4524161073825503
109,1,3,1.465771812080537
110,1,3,1.4791275167785236
111,1,3,1.4924832214765102
112,1,3,1.5058389261744967
113,1,3,1.5191946308724833
114,1,3,1.53255033557047
115,1,3,1.5459060402684563
116,1,3,1.559261744966443
117,1,3,1.5726174496644296
118,1,3,1.5859731543624163
119,1,3,1.5993288590604027
120,1,3,1.6126845637583893
121,1,3,1.626040268456376
122,1,3,1.6393959731543626
123,1,3,1.652751677852349
124,1,3,1.6661073825503356
125,1,3,1.6794630872483223
126,1,3,1.692818791946309
127,1,3,1.7061744966442953
128,1,3,1.719530201342282
129,1,3,1.7328859060402686
130,1,3,1.746241610738255
131,1,3,1.7595973154362416
132,1,3,1.7729530201342283
133,1,3,1.786308724832215
134,1,3,1.7996644295302013
135,1,3,1.813020134228188
136,1,3,1.8263758389261746
137,1,3,1.8397315436241612
138,1,3,1.8530872483221477
139,1,3,1.8664429530201343
140,1,3,1.879798657718121
141,1,3,1.8931543624161076
142,1,3,1.906510067114094
143,1,3,1.9198657718120806
144,1,3,1.9332214765100673
145,1,3,1.9465771812080537
146,1,3,1.9599328859060403
147,1,3,1.973288590604027
148,1,3,1.9866442953020136
149,1,3,2.0
150,1,4,0.01
151,1,4,0.023355704697986576
152,1,4,0.03671140939597316
153,1,4,0.05006711409395973
154,1,4,0.0634228187919463
155,1,4,0.07677852348993289
156,1,4,0.09013422818791945
157,1,4,0.10348993288590604
158,1,4,0.11684563758389262
159,1,4,0.1302013422818792
160,1,4,0.1435570469798658
161,1,4,0.15691275167785237
162,1,4,0.17026845637583893
163,1,4,0.1836241610738255
164,1,4,0.1969798657718121
165,1,4,0.21033557046979867
166,1,4,0.22369127516778525
167,1,4,0.23704697986577183
168,1,4,0.2504026845637584
169,1,4,0.263758389261745
170,1,4,0.2771140939597316
171,1,4,0.29046979865771816
172,1,4,0.30382550335570474
173,1,4,0.3171812080536913
174,1,4,0.33053691275167785
175,1,4,0.34389261744966443
176,1,4,0.357248322147651
177,1,4,0.3706040268456376
178,1,4,0.38395973154362417
179,1,4,0.39731543624161075
180,1,4,0.41067114093959733
181,1,4,0.4240268456375839
182,1,4,0.4373825503355705
183,1,4,0.4507382550335571
184,1,4,0.46409395973154366
185,1,4,0.47744966442953024
186,1,4,0.4908053691275168
187,1,4,0.5041610738255033
188,1,4,0.51751677852349
189,1,4,0.5308724832214765
190,1,4,0.5442281879194631
191,1,4,0.5575838926174497
192,1,4,0.5709395973154363
193,1,4,0.5842953020134228
194,1,4,0.5976510067114095
195,1,4,0.611006711409396
196,1,4,0.6243624161073826
197,1,4,0.6377181208053692
198,1,4,0.6510738255033557
199,1,4,0.6644295302013423
200,1,4,0.6777852348993288
201,1,4,0.6911409395973155
202,1,4,0.704496644295302
203,1,4,0.7178523489932886
204,1,4,0.7312080536912752
205,1,4,0.7445637583892618
206,1,4,0.7579194630872483
207,1,4,0.771275167785235
208,1,4,0.7846308724832215
209,1,4,0.7979865771812081
210,1,4,0.8113422818791947
211,1,4,0.8246979865771813
212,1,4,0.8380536912751678
213,1,4,0.8514093959731545
214,1,4,0.864765100671141
215,1,4,0.8781208053691275
216,1,4,0.8914765100671141
217,1,4,0.9048322147651007
218,1,4,0.9181879194630873
219,1,4,0.9315436241610738
220,1,4,0.9448993288590605
221,1,4,0.958255033557047
222,1,4,0.9716107382550336
223,1,4,0.9849664429530202
224,1,4,0.9983221476510068
225,1,4,1.0116778523489933
226,1,4,1.02503355704698
227,1,4,1.0383892617449666
228,1,4,1.051744966442953
229,1,4,1.0651006711409396
230,1,4,1.0784563758389263
231,1,4,1.0918120805369127
232,1,4,1.1051677852348993
233,1,4,1.118523489932886
234,1,4,1.1318791946308726
